row/col,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
63,P12,P12,P17,P17,P12,P17,P17,P17,P12,P12,P17,P12,P12,P12,P06,P03,P12,P17,P12,P17,P12,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P12,P17,P12,P12,P12,P06,P06,P03,P12,P07,P22,P22,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P22,P22,P23,P24,P23,P23,P23,P23,P23,P23,P23,P24,P24,P23,P22,P22,P23,P24,P24,P24,P24,P24
64,P12,P17,P17,P12,P17,P17,P17,P17,P12,P17,P12,P17,P12,P12,P06,P09,P17,P17,P12,P17,P12,P17,P12,P12,P12,P12,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P12,P17,P12,P12,P12,P09,P06,P12,P11,P22,P23,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P22,P22,P24,P24,P24,P24,P24,P24
65,P12,P17,P17,P12,P17,P17,P17,P12,P12,P17,P17,P17,P12,P12,P12,P12,P17,P12,P17,P17,P17,P17,P12,P12,P17,P12,P17,P17,P17,P17,P17,P17,P12,P17,P12,P17,P17,P12,P17,P12,P12,P12,P12,P12,P11,P23,P24,P22,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P24,P24,P24,P24,P24,P24,P24
66,P12,P17,P12,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P12,P12,P17,P17,P12,P17,P17,P17,P17,P12,P17,P17,P17,P17,P12,P17,P12,P17,P17,P17,P17,P12,P17,P17,P12,P17,P17,P12,P12,P12,P12,P19,P23,P24,P19,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
67,P17,P17,P12,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P12,P12,P17,P17,P12,P17,P17,P17,P17,P12,P17,P17,P17,P17,P12,P17,P17,P12,P17,P17,P17,P12,P17,P17,P17,P12,P17,P17,P12,P12,P09,P22,P23,P24,P19,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
68,P17,P12,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P12,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P12,P17,P17,P17,P12,P17,P17,P12,P12,P09,P23,P23,P24,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
69,P17,P12,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P12,P17,P17,P12,P12,P17,P12,P12,P09,P23,P24,P23,P23,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
70,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P12,P17,P17,P17,P12,P17,P12,P12,P11,P23,P24,P23,P24,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
71,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P12,P17,P17,P17,P12,P17,P12,P12,P11,P22,P24,P23,P24,P19,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
72,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P12,P12,P12,P12,P11,P22,P24,P24,P23,P19,P19,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
73,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P12,P11,P22,P23,P24,P23,P22,P19,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
74,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P09,P15,P22,P23,P24,P24,P22,P19,P19,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
75,P12,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P12,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P12,P12,P09,P15,P22,P22,P24,P24,P23,P19,P19,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
76,P12,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P12,P12,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P12,P12,P12,P17,P17,P17,P17,P17,P17,P12,P12,P09,P15,P22,P23,P24,P24,P24,P22,P19,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
77,P12,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P12,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P12,P12,P12,P17,P17,P17,P17,P17,P17,P12,P12,P12,P15,P22,P23,P23,P24,P24,P23,P19,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24
78,P12,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P12,P12,P12,P17,P17,P17,P17,P17,P17,P12,P12,P12,P15,P22,P22,P24,P24,P24,P24,P19,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24
79,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P12,P12,P15,P22,P22,P23,P24,P24,P24,P22,P19,P24,P24,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P23,P24,P24,P24,P24,P24,P24,P24,P24
80,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P12,P12,P15,P23,P22,P22,P24,P24,P23,P23,P19,P24,P24,P23,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P22,P24,P24,P24,P24,P24,P24,P24,P24
81,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P12,P09,P19,P23,P22,P22,P23,P24,P22,P23,P19,P24,P24,P23,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P22,P23,P24,P24,P24,P24,P24,P24,P24
82,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P12,P09,P19,P23,P23,P22,P23,P24,P22,P22,P19,P23,P24,P23,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P22,P23,P24,P24,P24,P24,P24,P24
83,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P09,P22,P23,P23,P22,P22,P24,P23,P19,P19,P19,P24,P23,P22,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P22,P22,P24,P24,P24,P24,P24,P24
84,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P09,P22,P23,P24,P23,P22,P23,P24,P19,P19,P19,P24,P23,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P22,P22,P23,P24,P24,P24,P24,P24
85,P17,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P12,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P09,P22,P23,P24,P24,P22,P22,P24,P22,P19,P19,P24,P24,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P22,P22,P23,P24,P24,P24,P24
86,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P12,P12,P12,P17,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P09,P22,P23,P24,P24,P23,P22,P22,P24,P19,P14,P24,P24,P22,P22,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P22,P22,P22,P24,P24,P24,P24
87,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P17,P17,P17,P17,P17,P17,P12,P12,P17,P17,P12,P12,P12,P12,P17,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P17,P12,P11,P22,P22,P24,P24,P24,P22,P22,P23,P22,P14,P22,P24,P22,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P22,P22,P22,P23,P24,P24,P24
